,Aech,Cpla,Dqua,Hsal,Obir,Orug,Sinv,Dqua_baseMean,Dqua_log2FoldChange,Dqua_lfcSE,Dqua_padj,Orug_baseMean,Orug_log2FoldChange,Orug_lfcSE,Orug_padj,Hsal_baseMean,Hsal_log2FoldChange,Hsal_lfcSE,Hsal_padj,Cpla_baseMean,Cpla_log2FoldChange,Cpla_lfcSE,Cpla_padj,Obir_baseMean,Obir_log2FoldChange,Obir_lfcSE,Obir_padj,Sinv_baseMean,Sinv_log2FoldChange,Sinv_lfcSE,Sinv_padj,Aech_baseMean,Aech_log2FoldChange,Aech_lfcSE,Aech_padj
3068,Aech|LOC105149781,Cpla|SGF49043,Dqua|LOC106747224,Hsal|LOC105184936,Obir|LOC105274528,Orug|SGF62761,Sinv|LOC105196208,5342.9550763856205,0.14658111839528698,0.179494213809074,0.7400054068277959,3107.40836772964,0.127951002384212,0.128533989055137,0.4703144541360129,1287.7009868899002,-0.0681804700875591,0.0940418321483213,0.933075316803677,1163.79297717824,0.0633479334413238,0.0866395377599558,0.603293054867029,2831.1311131228304,-0.126569004400942,0.156196197232139,0.7641769225218791,1056.79385617364,-0.18450135919545396,0.0545719662331577,0.0036082446493914603,1363.13378058062,-0.077320966828615,0.16886517695687198,0.799672077560447
3069,Aech|LOC105149782,Cpla|SGF59761,Dqua|LOC106747225,Hsal|LOC105184946,Obir|LOC105274526,Orug|SGF72651,Sinv|LOC105196207,8517.31148032755,-0.573476217579156,0.23254120858826705,0.150673707232338,517.1559865259011,0.272798120883605,0.0924768464593961,0.0125293009967142,690.627956071147,-0.0953633787923832,0.116871484925144,0.9125804319876668,877.6343128213962,0.204050155479864,0.078393261334627,0.0271883658619807,1854.4687954215494,-0.0386801223396002,0.15780410122676802,0.9522408991335441,1045.08353360305,0.3525827286120901,0.0575371417094821,1.8753336860973505e-08,4746.85921397488,0.118952871675615,0.316244331305303,0.842961742561327
3070,Aech|LOC105149783,Cpla|SGF52700,Dqua|LOC106746567,Hsal|LOC105181629,Obir|LOC105274851,Orug|SGF62285,Sinv|LOC105196214,981.2626314043648,-0.18888879965326202,0.146699332575788,0.552693184162574,1610.5288137419,-0.175234319268139,0.137470586931886,0.338220917996964,584.881773253087,0.0326130384111206,0.177309071238618,0.984874295397627,1753.72147811832,-0.475834211410694,0.116809312599228,0.000304412210870322,3131.76334693112,0.00329233394633701,0.13589223291185,0.994915262483046,989.1163466789168,0.0797815219228455,0.0501052015720498,0.22211531029963105,1373.34980430766,-0.26737923339276104,0.19081429821508106,0.34978466683263804
3071,Aech|LOC105149785,Cpla|SGF59863,Dqua|LOC106746570,Hsal|LOC105181609,Obir|LOC105275694,Orug|SGF84559,Sinv|LOC105196215,608.006178380038,0.234687229632877,0.189706208995788,0.57424140009785,629.618104242904,0.0795397069503388,0.18577003399732395,0.775606980655054,207.657251934335,-0.148701408454324,0.154178117181497,0.8863232807809008,495.78099915699005,0.12564082376991698,0.0897984820328572,0.272618456357375,1206.11151033964,-0.0432951059017469,0.144673957268036,0.939853830238502,312.799245703014,0.18937831327508398,0.110979809687104,0.18558363668059805,1193.02313092609,0.0438574684405896,0.165211183834422,0.8898463393108811
3072,Aech|LOC105142975,Cpla|SGF63424,Dqua|LOC106749596,Hsal|LOC105186236,Obir|LOC105275688,Orug|SGF77979,Sinv|LOC105196223,1096.86957834171,0.0137312017917693,0.239429833301799,0.984648725738273,269.5434236352,0.185207591300688,0.266356753055342,0.629114387027829,204.167224954385,-0.18008741185272198,0.102820951497164,0.725359991243073,551.709491822597,0.16853273103038002,0.0838858698783754,0.0978944937556635,872.2143316449831,0.30555309246313395,0.15638347941318698,0.270308778827978,187.34438310106304,0.252281595552915,0.0835234426339347,0.0105217757708032,1553.61002760252,-0.0199774636019349,0.14251584407114098,0.944707163130189
3073,Aech|LOC105150712,Cpla|SGF59087,Dqua|LOC106749587,Hsal|LOC105186230,Obir|LOC105275681,Orug|SGF80452,Sinv|LOC105207778,2483.64611602218,0.20809191578579705,0.155881066543354,0.5325113750516179,1218.92651434048,0.11733270849581402,0.0660646488980541,0.161351601547206,620.638701417001,-0.10703474263745,0.0753318501907191,0.815800767028933,547.0436036439779,0.16793761605179902,0.0641481167556575,0.0262403808918916,3429.4694478232,0.12570989353162199,0.14766731084545098,0.7450732341540749,869.8462088798669,0.148769268276615,0.0577422776762191,0.032821863282774,1033.0768944835302,-0.0292377209557664,0.21092990570471887,0.9457374455958548
3074,Aech|LOC105150710,Cpla|SGF58709,Dqua|LOC106749586,Hsal|LOC105186229,Obir|LOC105275683,Orug|SGF84196,Sinv|LOC105207771,2043.96070151013,0.0190095116505986,0.11848301519767696,0.959264607951639,1697.2155623130802,0.170122478832362,0.0634114774986338,0.0249865148758792,1119.23483088334,-0.0512467582072867,0.10012048723745698,0.9492544172449308,0.0931167522161801,0.26045585726811604,0.4226693226334711,,3616.64876445397,-0.12548263994791198,0.155062784058173,0.7646322306410791,514.109556267395,-0.0183358692776981,0.0675617694934989,0.869667233368991,1795.68148535273,-0.138869748171891,0.14812629016292006,0.564114180896126
3075,Aech|LOC105150711,Cpla|SGF54308,Dqua|LOC106749588,Hsal|LOC105186228,Obir|LOC105275675,Orug|SGF84855,Sinv|LOC105207769,837.143090092234,0.26653034321623104,0.159940686020957,0.404184804052855,944.8354870890648,-0.6617549468450861,0.133137555321124,9.08928376837404e-06,724.523106398627,0.124601575238595,0.135060185323914,0.89383617450167,741.6375581516589,-0.63899720688727,0.15458027080011702,0.000244939068542532,1008.9983544667999,0.0883573695798493,0.150960706874833,0.844641959055336,120.57941542245001,-0.25635819739175303,0.094820522162761,0.0241052219298628,210.92997120352,-0.36686467906006,0.272477405021044,0.371311384721298
3076,Aech|LOC105147145,Cpla|SGF60638,Dqua|LOC106749602,Hsal|LOC105190037,Obir|LOC105275677,Orug|SGF70331,Sinv|LOC105207768,688.511150256223,0.30010147918669605,0.11752366043864901,0.131273380476235,622.222799642378,0.268381316919314,0.07871974839791701,0.00339809981889874,613.682942228426,-0.0401105968075008,0.0828460839014997,0.954561882471358,1041.97916387348,0.16898888382238195,0.0621107218280764,0.020401476263645,1436.64601991836,0.095609372099913,0.151067754979673,0.829110473385059,695.563583573154,0.0610523521182142,0.0736169530362058,0.571748600805724,1833.43674054621,-0.3850740579744679,0.112743950013339,0.00516896246628897
3077,Aech|LOC105154274,Cpla|SGF52604,Dqua|LOC106744483,Hsal|LOC105191289,Obir|LOC105284904,Orug|SGF85950,Sinv|LOC105197191,227.393370908285,-0.4081655343013279,0.363636267563823,0.6287539237847329,1147.66534093916,-0.4962917422568449,0.12458505400622198,0.000491753717683256,848.904638159603,0.0391740402038635,0.14278242672831398,0.972170648839325,814.1499569494231,-2.15549706207247,0.308631848663619,1.77484721469032e-10,2564.33147543292,-0.255882938817783,0.250962401128363,0.6811665707415071,1860.35109529168,-1.0008262925293,0.137777762849528,1.4496384234719804e-11,353.54551732839104,-0.47037258844077,0.393218117952155,0.438420419950803
3078,Aech|LOC105147143,Cpla|SGF50857,Dqua|LOC106751318,Hsal|LOC105190038,Obir|LOC105287445,Orug|SGF68325,Sinv|LOC105207767,485.5887271304709,0.0743117041222594,0.191277580649835,0.885029327906548,147.580904489021,-0.468442989820882,0.2107991953497481,0.07014119784270301,91.5910565969525,0.15972066400548598,0.13007826878712,0.855881637644243,572.18733013522,0.0179645221398718,0.0653122834181126,0.8584666032233029,750.111090293158,-0.107446485904695,0.165548136590717,0.82281518646199,393.229916196847,-0.205059638959817,0.0595360642556048,0.00297246110197806,639.715089556549,0.0724335362201355,0.137671655843137,0.767001665523203
3079,Aech|LOC105144028,Cpla|SGF64922,Dqua|LOC106748904,Hsal|LOC105189452,Obir|LOC105287794,Orug|SGF66412,Sinv|LOC105207764,1702.98551897657,-0.10869965851077301,0.24037137939967496,0.8668666668985792,444.873861666081,0.14928883717614402,0.136617903846282,0.4219632797112121,362.678516910113,-0.0189858712649456,0.0986433500817124,0.984874295397627,848.7243866575391,0.13105065655796,0.0641783667140684,0.0919137432388642,1860.65145201318,-0.257011398806727,0.15505741536069698,0.3978348917025921,25.1963594356542,-0.12054678170779401,0.162141984969534,0.6188879405001179,1335.83722865368,0.0539522526190194,0.157752272430231,0.8584612761153408
3080,Aech|LOC105144282,Cpla|SGF60373,Dqua|LOC106748686,Hsal|LOC105183348,Obir|LOC105275959,Orug|SGF76779,Sinv|LOC105199240,2553.63497620636,-0.055092795216217,0.214141183859163,0.92764680355388,2813.1798595930604,-0.488162894893101,0.129677183193476,0.00106037080389439,2066.0852823341893,0.15331211191646302,0.14852479295710902,0.881797405391972,3513.32249896367,-0.39393475351374896,0.155807891200351,0.0324894729625104,9060.47621730543,0.0573206988842805,0.120534533283583,0.886053635467598,1852.96108744258,-0.114713328397507,0.15035423675568202,0.607691555481746,11239.5565827696,-0.25401992243041,0.205407343347944,0.420684029174207
3081,Aech|LOC105144276,Cpla|SGF54931,Dqua|LOC106750184,Hsal|LOC105192601,Obir|LOC105275962,Orug|SGF77437,Sinv|LOC105199246,635.902430472767,0.0240916886092377,0.189850445733363,0.968220443983103,441.545936593827,0.207705171290882,0.0808035196992514,0.0327444577390816,1320.41041234217,0.0444528405660013,0.109680024883462,0.964583052669172,390.48382516826007,0.160303636635201,0.110710348530595,0.254403429561473,803.699467689621,0.20284232732319105,0.137619819496136,0.48014701305001795,170.942064483289,-0.0705142395908234,0.126349160194007,0.7189885917284191,824.0838548366701,-0.249399731273144,0.17776715982682395,0.349036463477279
3082,Aech|LOC105144271,Cpla|SGF61171,Dqua|LOC106748677,Hsal|LOC105191540,Obir|LOC105281295,Orug|SGF66619,Sinv|LOC105201698,243.200733624209,0.6303329661417271,0.30263109346704903,0.25681912365615805,347.12437441257896,-0.125346830817227,0.11044119388512401,0.402708802604955,195.352427219145,0.0592146375813057,0.13422864667547302,0.962357873978161,2.19357915486916,-0.683317123876895,0.6494013441216229,0.43035814164603897,2230.11744324261,0.0965618580934159,0.148420141108603,0.8226129295673159,35.7266862099027,0.0641881951897766,0.17450195047660194,0.8210036877255792,359.477466192102,-0.7976219403537209,0.173365202424004,6.79654429601121e-05
3083,Aech|LOC105144231,Cpla|SGF51142,Dqua|LOC106748909,Hsal|LOC105190050,Obir|LOC105284708,Orug|SGF80496,Sinv|LOC105207565,1647.3327062717701,0.298648097075784,0.19200170919269602,0.45035497512771705,469.266231174701,0.182729699517159,0.068309929820248,0.0254563608409576,480.899436994265,0.00718337026940145,0.184364385270632,0.99634917841125,418.701009540008,-0.0904477147890726,0.0810032101417129,0.3978661825148721,5209.00330645232,0.323569109465227,0.164233366532605,0.26404954273059805,187.885170199229,0.378810792749471,0.109077598682941,0.00271736668454132,4688.97235753413,-0.0677573525032374,0.229314370175631,0.8786862907266791
3085,Aech|LOC105154290,Cpla|SGF52690,Dqua|LOC106744381,Hsal|LOC105191280,Obir|LOC105276007,Orug|SGF66492,Sinv|LOC105197208,7823.44401276202,-0.0743448322084623,0.235604417835708,0.9112789916296221,73.2813793990713,0.410235999825441,0.169505412709326,0.0460618096742809,845.86265703192,-0.110874893764855,0.0728908193490926,0.7931144994661831,2395.56276951408,0.364259252254743,0.0745394899817368,1.1391305165317e-05,8966.13663376182,-0.17185273496436598,0.144336947905004,0.607738845978266,1885.5253444345,0.0162703903636827,0.046283560627105,0.829842935413065,4938.24112417407,0.285292802580422,0.189761142030526,0.308231107209081
3086,Aech|LOC105147141,Cpla|SGF65406,Dqua|LOC106748947,Hsal|LOC105190040,Obir|LOC105287792,Orug|SGF68251,Sinv|LOC105207766,449.224916352874,0.7004503541245739,0.34274393409910203,0.27104213751065,1043.88661823495,-0.697684031207878,0.103143272335064,5.74531981462997e-10,1102.82066190551,0.307062148634347,0.158886369085278,0.6321770573913871,824.8791847977002,-2.06076352443372,0.350063093228833,9.391564414410501e-08,5690.1000394515195,-0.22923001214241798,0.13801883243049698,0.3958561186508329,82.6828583301093,-0.5444475755625979,0.13282332913543302,0.00030223416527457004,128.897920136592,-0.493741537146516,0.373867031895511,0.382482755216465
3087,Aech|LOC105144023,Cpla|SGF52912,Dqua|LOC106748890,Hsal|LOC105189430,Obir|LOC105275587,Orug|SGF71332,Sinv|LOC105207759,6122.023912184771,0.0937482000482087,0.19170139005928896,0.8553340275564889,848.116987472818,0.0712089295864135,0.0917249295410439,0.58546807042399,1027.6140730315499,-0.0664285648411555,0.0802853269606895,0.91087290379978,1358.1677155055302,0.246940407722197,0.0895914170786458,0.0186249822397004,4892.36381714563,-0.125116876366815,0.141625153161242,0.7308016449022099,565.989201705602,-0.225295080212427,0.0910501582450772,0.0414940170725436,1481.3985388812805,-0.0928492106071584,0.16270862424332,0.746729988712265
3088,Aech|LOC105154297,Cpla|SGF61892,Dqua|LOC106744378,Hsal|LOC105191273,Obir|LOC105276008,Orug|SGF63193,Sinv|LOC105197216,16638.4702798966,-0.516212751728374,0.28504070399480896,0.353095067775891,1135.16199036322,0.29761235030030103,0.10074290297471199,0.0124122113551372,935.614913428044,-0.19104095480651606,0.0937749397615906,0.591665126645524,2087.95623765368,0.18410089735607105,0.0931674440222156,0.10436928919818401,6291.50879905605,-0.4050240528668701,0.15154506245957802,0.079025644211154,1628.8078463137801,-0.0544204229434441,0.10000274887251501,0.7264112065036591,6514.585300243461,0.816966336516358,0.345033364931961,0.0746583705239365
3089,Aech|LOC105151160,Cpla|SGF62708,Dqua|LOC106748783,Hsal|LOC105188990,Obir|LOC105288131,Orug|SGF60106,Sinv|LOC105201879,1293.83826237965,-0.76991682559602,0.31963906848272194,0.16370646651827406,690.7509867585851,0.251897514050281,0.12202974061254401,0.0955536217114843,101.205570945014,-0.221221004346538,0.138167061430051,0.7631874817601679,499.4790487701049,0.17827464013376898,0.0847184668157876,0.0812709841874436,2714.3079558976997,0.203203840265902,0.13813494279849406,0.48172212390354296,549.922087753311,0.11102245155264599,0.16410157229262806,0.6570403007609279,1180.44898483346,0.00158677716175761,0.127928261795597,0.995049343606486
3090,Aech|LOC105152237,Cpla|SGF47118,Dqua|LOC106741776,Hsal|LOC105184627,Obir|LOC105278938,Orug|SGF80878,Sinv|LOC105193837,176.524798748096,0.11388337921706695,0.261395619056896,0.8718456162034071,186.83949178018293,-0.369275792164822,0.14483692389060998,0.0343495740776246,109.00976959703199,0.0782186561586662,0.206945799527024,0.9664002041900072,249.751831682517,-0.203184634746387,0.110631516718549,0.134989278736485,292.220954593971,-0.206581337172065,0.223425106835545,0.716603359837243,122.78277390342501,-0.191243180716063,0.157783405290203,0.37746557342132003,317.012827038765,-0.204624830456791,0.233520897043359,0.595072268340615
3091,Aech|LOC105149369,Cpla|SGF47744,Dqua|LOC106750933,Hsal|LOC105188995,Obir|LOC105280390,Orug|SGF85139,Sinv|LOC105201884,3866.77820964705,-0.650451043194685,0.23315108763442496,0.0867452100037425,513.845659880581,-1.03061849058752,0.24163209348495399,0.00017312768120878,1079.6117285930802,-0.0794706840167354,0.22245948872795,0.96723178129498,2530.37578747159,-0.160619288998468,0.11232981151518802,0.26070092361533603,6845.47803746187,0.331298727546508,0.1311842714636,0.10573065532938,133.611416876299,0.20399602696417105,0.10106199988396301,0.10659121362959899,2317.91665857743,0.0917376114371833,0.219588796479827,0.819547516719545
3092,Aech|LOC105149376,Cpla|SGF55391,Dqua|LOC106750941,Hsal|LOC105188998,Obir|LOC105278999,Orug|SGF76383,Sinv|LOC105201889,211.381711929512,0.35249439425749196,0.329093399058203,0.649065608590301,1146.0829575677099,-0.10544906891772696,0.0822680975578194,0.3354275762000589,57.7069349419528,-0.0899212451457549,0.16253558919560002,0.9472668119676658,602.3383016546151,0.20506972379390692,0.0868844364255899,0.0474502654263901,11.024366125557199,0.0663502431462318,0.23227958782289002,,25.4598233981102,0.714867834422114,0.18603899139014396,0.000778591642467473,63.46686900283149,0.4614376566812821,0.337964870865167,0.363304623209317
3093,Aech|LOC105149364,Cpla|SGF61455,Dqua|LOC106750950,Hsal|LOC105182086,Obir|LOC105279004,Orug|SGF78855,Sinv|LOC105201892,601.839985429572,-0.0280038264550283,0.163478635873259,0.9563336358038059,603.695076233446,0.356067032819964,0.0988931757921494,0.0018440556037019199,248.288437908009,-0.28640021728777504,0.251333270660425,0.862699078964971,762.4248313554982,0.15347311307102696,0.0833997174745311,0.134220294496748,1121.12671410709,0.213067492485657,0.15250559870552802,0.516740254261681,276.868748065102,-0.0914939640264778,0.0888196714211548,0.466075653230093,288.856916486791,0.162159074153079,0.19954789412141505,0.6298327490036559
3095,Aech|LOC105149350,Cpla|SGF54051,Dqua|LOC106750926,Hsal|LOC105182096,Obir|LOC105279017,Orug|SGF76211,Sinv|LOC105194451,577.568868459595,-0.143521679317861,0.20679660055743693,0.7852221402782181,404.651062658618,0.19566493203275892,0.0896837197439491,0.0759355591228797,88.6182886800143,-0.108885145143145,0.144642295358923,0.930701949573346,1035.12997265056,0.14874431431684498,0.0649522979386748,0.0553421703978569,349.243994446521,0.0621083413264035,0.15813132399624602,0.9112259811009492,302.479690151759,0.1869448007836461,0.108754450536641,0.182066429954989,1229.75896357245,0.101800655501441,0.150955430877414,0.6964501874528479
3096,Aech|LOC105145056,Cpla|SGF60561,Dqua|LOC106750925,Hsal|LOC105182098,Obir|LOC105279021,Orug|SGF70523,Sinv|LOC105194448,1689.88456460206,-0.115965191508919,0.396762703426565,0.919577419421048,534.3588393925061,-0.204616754209232,0.168803525250715,0.3665160081412461,322.228995301484,-0.276281159572956,0.15214623614561,0.6937741101188171,871.7055683371159,-0.15242198566923298,0.135946479843065,0.3956269795696421,26.592868291526397,-0.00347303421547272,0.25166886007794803,0.996992202686509,415.52080609644895,-0.0590799417707076,0.119545556837824,0.7539615211408391,1757.07108389644,2.0805151595468603,0.259621187676821,
3097,Aech|LOC105145054,Cpla|SGF50349,Dqua|LOC106750944,Hsal|LOC105182102,Obir|LOC105279026,Orug|SGF66746,Sinv|LOC105194452,688.848529718421,0.530921067810199,0.355530100149106,0.4734547977286671,334.002647734296,-1.0917150563872098,0.250837762844434,0.00012266916142120502,2143.7737703459,0.27472738810358605,0.106944620277273,0.383476471147558,4017.11997438266,-0.042544150170155996,0.0542750151931767,0.574265964862376,1809.14179091374,-0.143175170947072,0.196439808604265,0.792019018521889,416.00835197004204,-0.31369607983596803,0.0816763220882096,0.000783243195999539,1479.58373762742,-1.09432445650922,0.241364346483687,8.95705049275945e-05
3098,Aech|LOC105145052,Cpla|SGF60153,Dqua|LOC106750952,Hsal|LOC105188525,Obir|LOC105279027,Orug|SGF65651,Sinv|LOC105193423,1707.90179546961,-0.453448135994924,0.18960548525071397,0.16801276424221098,189.384154900666,-0.28610160473065005,0.13384819088764802,0.0827423046339113,180.273462668223,0.136335228269792,0.0903452317772274,0.795162537406457,783.065126616347,0.11311582220400801,0.0617972569434493,0.136537908795741,264.354360573451,0.0265658474769185,0.1676493496786,0.9671677971889392,191.05004554639493,-0.325939236572083,0.0707850693092185,3.98963535954439e-05,1191.6634726747195,-0.0162645273937684,0.15400038241887806,0.960091665553666
3099,Aech|LOC105154323,Cpla|SGF53602,Dqua|LOC106744439,Hsal|LOC105191241,Obir|LOC105286285,Orug|SGF72982,Sinv|LOC105208009,22473.240478453597,-0.7096953117366679,0.240084003388606,0.0640572219013651,3657.8587229615296,-0.0890163811932857,0.127157777529033,0.6268452498048199,1699.0237315978602,0.121504976222286,0.15744901390835905,0.925380920292488,6591.86216957198,0.12377275074889099,0.0486271330868626,0.0311968688700001,3374.10760869737,-0.0979994161238094,0.17479294229907502,0.85349334499945,3638.8777533568896,0.111066506641836,0.0874582786213042,0.351703703774656,1423.01762994833,-0.279503339080503,0.37940390817963504,0.6668590847550521
3100,Aech|LOC105145030,Cpla|SGF56718,Dqua|LOC106742004,Hsal|LOC105189881,Obir|LOC105278455,Orug|SGF84255,Sinv|LOC105198011,2570.07526308957,-0.0616427594599181,0.151329777309704,0.879957693651256,3569.33066217034,-0.135934373352003,0.0568084686339175,0.0488651959156404,1558.64837770594,0.110681611635726,0.0872762741198002,0.8522545626705129,1783.0976141529502,-1.1293130955558501,0.20972180691030892,1.18395222881134e-06,4611.191295381311,-0.20221780524670002,0.13278046173768698,0.45894267858940796,532.459676721509,-0.222640326453775,0.07184048797975,0.00838846269619846,2123.11275586862,-0.294117814610229,0.2039352565222889,0.332786427134901
3101,Aech|LOC105145020,Cpla|SGF55630,Dqua|LOC106742028,Hsal|LOC105189891,Obir|LOC105278418,Orug|SGF81978,Sinv|LOC105193466,2338.7835229888897,0.2464098898300061,0.233722861341853,0.6544962765225141,672.7714631754251,0.123823866352025,0.0911355743067298,0.3024816197898,569.8092390861341,0.0938680919746914,0.135956261526795,0.936917133639856,726.550092294386,0.19656503310564305,0.0964954050933375,0.0927349868953088,1650.4356030686301,0.0646527510574608,0.164745602383301,0.9112685849900012,441.778758357012,0.0465520258142774,0.0588148183875217,0.591937806405724,900.961782779332,0.306245376929111,0.15752816588634,0.164454063973599
3102,Aech|LOC105145018,Cpla|SGF64174,Dqua|LOC106742020,Hsal|LOC105189893,Obir|LOC105278415,Orug|SGF65525,Sinv|LOC105193462,337.340939925153,-0.261669892180174,0.26260661789532197,0.6778477948330369,506.076469312742,-0.39507605762409503,0.12256219658551899,0.00586235538802765,96.66342256509131,0.0159673538033117,0.18854993979051105,0.99626544987002,1689.62380591549,0.22980505931797304,0.0494044842553733,3.18317187600504e-05,532.592111479988,-0.2384159889878381,0.21362173664979997,0.643948423589682,234.21564495656398,0.16983782809563402,0.0984097506733888,0.18000642628314995,331.26458976159,0.21907639438082896,0.21550289169922,0.524545811714538
3103,Aech|LOC105151540,Cpla|SGF64928,Dqua|LOC106749405,Hsal|LOC105189834,Obir|LOC105280376,Orug|SGF71381,Sinv|LOC105193458,6243.789594833571,0.334039035043214,0.177577729973148,0.328261641012701,982.8318332353032,-0.672104501880765,0.18247908300024696,0.00140088975936998,2246.51577726232,0.165043653997835,0.154157669633291,0.87876753703612,703.391932981147,-0.922677717560402,0.21153870124251,0.00010312910000640899,4988.88848113502,-0.127065433386571,0.133186483097378,0.7070671766030541,652.220127680162,-0.264309995429076,0.0905736339963566,0.0139178426490615,807.0270417013701,-0.337898208689948,0.229399881505377,0.320929335564711
3104,Aech|LOC105151543,Cpla|SGF64952,Dqua|LOC106749407,Hsal|LOC105189836,Obir|LOC105280375,Orug|SGF66265,Sinv|LOC105193457,3755.8253652284,-0.0766717287902197,0.200809982399689,0.8860567080037801,1578.5636699847305,-0.5779452524445351,0.110964397013261,3.00262705484827e-06,1975.00898508254,0.10659354622296903,0.122543750128406,0.902898498245713,932.1735588403819,0.0631801697012012,0.0950279623238714,0.642008781665131,1212.72456198949,-0.0387207890811042,0.170426336346437,0.957640738907101,642.078545556175,-0.345350039838356,0.0708032596103152,1.19484232702564e-05,1968.4201926355704,-0.194070299305784,0.180316722651414,0.496070982959366
3105,Aech|LOC105151545,Cpla|SGF49226,Dqua|LOC106749410,Hsal|LOC105189837,Obir|LOC105280377,Orug|SGF86012,Sinv|LOC105193455,2270.9172935890697,0.113053667274729,0.191459722043811,0.8178685240130171,751.841945319377,0.0967522021060419,0.0852240053809294,0.40259175479221904,530.7881427059809,-0.118447522836306,0.114469718083696,0.881797405391972,970.021218428271,0.2280503004595761,0.0704257262316065,0.00497889400706437,1914.1022559707396,-0.031794099102912,0.152800168345508,0.960421683771763,333.346948166204,-0.0747050058805887,0.0819315702666972,0.527328699038299,2057.0702548157,0.0673578630571361,0.127937738627288,0.7668684835929009
3106,Aech|LOC105151549,Cpla|SGF57210,Dqua|LOC106748321,Hsal|LOC105188248,Obir|LOC105286999,Orug|SGF69404,Sinv|LOC105193452,482.0251527727901,-0.271858177446458,0.25899434731981197,0.6558298287740361,636.7530828309871,0.355440975911659,0.131215143639374,0.0234440670307794,401.232072654431,-0.0503957191101563,0.104548817050672,0.955427358150001,659.986268146085,0.209496357072022,0.086204810285875,0.0406767375501635,1409.10800647329,-0.0108002458402981,0.15292667585862801,0.987072898564947,198.76848166188304,0.0803668627377352,0.0826329896260131,0.495362234415664,1919.21112723986,0.135025687706552,0.21584788923454687,0.7210221407331749
3107,Aech|LOC105151552,Cpla|SGF59573,Dqua|LOC106748320,Hsal|LOC105188246,Obir|LOC105282321,Orug|SGF62219,Sinv|LOC105193449,1016.96786106209,0.380600907895872,0.23634738122727106,0.428241585471945,334.054054349323,-0.127160302611671,0.14865291392807098,0.5434942057823801,820.668022390764,0.0547890339697577,0.122830281051001,0.961113335944796,827.175895569429,0.0705199095740649,0.0804367921549094,0.522683368292336,1543.24257322328,-0.106308237470173,0.136902309431291,0.7756907570853508,489.0591268083351,-0.0389557405376012,0.056620541777577,0.6500862774588659,5479.44371685439,-0.239357355322937,0.256284002334614,0.566045137015871
3108,Aech|LOC105151557,Cpla|SGF53418,Dqua|LOC106742372,Hsal|LOC105181957,Obir|LOC105274757,Orug|SGF63003,Sinv|LOC105198016,818.9738719795848,0.0204943514701629,0.13925490005877406,0.9630821485278492,376.340051738775,0.317962566401152,0.12285786523634698,0.0314678544821708,155.815297324211,-0.226131679094899,0.141552057136825,0.7631874817601679,1491.20984787102,0.11542989594724999,0.0641539359212287,0.144269317500531,2094.03828664201,0.0561683584253153,0.16022243478853399,0.9243421994425121,257.338335625638,-0.10316889458260499,0.0862029094259317,0.384475421277962,304.712373941394,0.109908638185084,0.209055284844849,0.767163162786365
3109,Aech|LOC105151565,Cpla|SGF55341,Dqua|LOC106750094,Hsal|LOC105188804,Obir|LOC105274752,Orug|SGF65885,Sinv|LOC105198025,766.805786385302,-0.101768618191359,0.2396011218281361,0.875979353662283,882.3409183756212,0.0585569141762526,0.0833682191415155,0.625964682536333,1043.36323440355,0.32557169806291497,0.106295543118254,0.18125778351963695,1750.22819583984,0.0351841305273314,0.0393177261875655,0.51322581956428,422.4523183628,0.192102381392488,0.21841513820752692,0.7324372513061249,376.73744910519287,-0.116821302077695,0.0439131019053664,0.0268582043042763,540.9555888994539,-0.0728017354208809,0.21881032234905606,0.862249224906313
3110,Aech|LOC105154411,Cpla|SGF48594,Dqua|LOC106744370,Hsal|LOC105191166,Obir|LOC105286278,Orug|SGF76345,Sinv|LOC105208005,1337.9160998639,0.009074177875815641,0.208285193776488,0.987545028928283,433.33893801087305,0.273504885203068,0.0853751272615507,0.006222261758544821,203.21428703503898,-0.229828163713458,0.24500187252185104,0.889494156669559,2053.00046764334,0.24599705097040106,0.0763840396630968,0.00522859458237609,3186.24265408599,0.00846803767445711,0.16223099123304402,0.9907614952049028,302.721545694297,-0.0946038268970502,0.130977656485073,0.629799897192953,1200.7502850867,-0.0576723475462914,0.13665979665640102,0.8171410138481792
3111,Aech|LOC105151571,Cpla|SGF64365,Dqua|LOC106745375,Hsal|LOC105186131,Obir|LOC105274744,Orug|SGF73528,Sinv|LOC105198028,999.595484252685,0.25960005307231304,0.27870510697045503,0.7011007563333629,461.425313388572,0.212293598082465,0.11427317592607596,0.14049681908835399,353.6581848025171,0.0487736705925899,0.0999616957858576,0.9536670703318092,443.4483371457511,-0.0907740873642714,0.0823018055244187,0.40475031101607795,92.4898578503683,-0.0858646049752134,0.25137874773040497,0.9276116675601428,37.50084309176121,0.0745008356648017,0.179795698405264,0.7971957731860849,519.208206450345,0.0996287897399048,0.188255242254943,0.7657256093984031
